-2.9418,209.332859372
0.2665,42.5363054078
-3.1855,219.348821036
2.2782,176.398250005
-0.5521,48.7693888171
-1.3009,287.892873755
2.7253,242.551460189
1.0028,90.7533205572
0.0367,112.087993796
-0.9377,150.605703141
0.9759,124.682299141
5.2704,607.157553098
-0.7256,85.7055908599
-1.8862,106.327999368
2.4066,406.643137501
-0.3489,79.348360845
0.0197,44.7139610403
-2.3215,163.668324173
1.2189,80.0293532573
-0.6291,111.964445844
-0.4674,64.1857019689
-0.1329,73.1858486156
-1.2853,87.228755029
-0.7781,93.0832759436
0.2001,42.4485106922
-0.6197,170.1575619
-0.9478,113.682892623
2.7125,156.926157933
0.1547,77.0469932438
1.464,47.8369805067
0.9272,76.4495866579
-2.0038,169.615787548
3.0184,141.181434549
0.3535,82.1946673316
-1.3913,152.308129082
-0.8188,68.7597336132
-2.7547,248.048562439
0.4621,54.408712203
0.4555,36.6043442743
0.9327,123.541137969
1.8486,163.215856699
6.1215,453.620774367
-0.3743,64.4352900165
0.3708,370.765455116
0.6638,63.3635066072
-1.669,159.958188409
-1.6717,108.459968279
0.8367,191.111587386
0.1713,97.1799915431
0.7335,165.778490999
-0.0084,90.7835620002
3.067,160.434479807
0.7156,44.6956699988
-0.3232,60.5973129913
1.5672,144.562642768
2.76,186.511815175
4.2233,983.896730881
-0.2611,30.7050374823
4.017,426.451197572
0.3415,91.4602639278
-0.1551,48.8100485965
-0.3926,82.7059457672
1.31,76.6811926094
0.811,171.863764881
-17.0714,1377.60370089
-0.16,47.8964236661
2.6653,165.622939462
-0.2333,40.8291620182
-0.5203,86.2411444028
-0.0473,33.7082699454
-0.2027,98.9078501066
-1.0194,234.735905698
0.248,97.9857821115
-2.1997,215.288747081
1.7984,195.40301778
-0.0931,62.1771118048
-0.3258,206.45225466
1.8427,283.943020264
-0.2311,43.0333788214
-0.2143,47.3277632633
-2.1705,265.144194788
5.4933,312.719418577
3.0814,359.857761864
-4.9194,380.312555017
2.2087,234.317443961
1.9957,370.330619422
-7.0829,610.108282543
-3.5954,435.635977967
0.3072,55.599163916
-1.7524,146.27480198
1.5784,446.227966463
3.4351,319.623785392
-1.0128,66.2139716084
-0.56,57.1199422269
0.2198,110.187363558
0.4892,84.3171327985
0.1144,51.8477281338
0.681,307.210913281
2.4892,292.565940744
0.4028,54.0240701184
-0.474,56.7004561181
-0.6533,91.1169418885
-0.0353,83.8413421524
-0.9609,101.802865241
-1.0962,474.164407506
0.6134,70.6103897485
0.5532,64.5233536773
0.6788,147.902874991
-2.0338,122.859996165
-5.6324,1084.74110444
7.6325,840.908233783
-1.1968,114.766425708
0.4793,189.421847134
-0.0824,86.6757406097
-1.9733,72.2522303262
-0.6395,95.9901387631
-0.0992,51.4234047819
-1.5313,97.1067743276
0.0583,85.5033186555
-1.193,111.996097928
0.7968,75.9345580731
-0.9163,53.0990140616
0.0065,71.462538842
0.6736,49.1971529973
-1.028,71.4714251712
0.9622,63.900473951
4.0202,424.530834206
-0.1765,49.062539149
-0.4949,100.816365606
1.5752,124.005439175
-13.0075,1181.16203403
-1.2363,107.959086057
1.3675,125.915832379
-0.9898,195.0170836
0.6393,56.4305413363
0.4648,99.1830124616
-0.6471,50.5118556538
-2.6968,199.739091491
3.6659,300.443524938
-0.7022,100.258970248
-3.0185,265.512091924
-0.0675,226.319480699
-85.272,8411.94251803
2.8493,311.301901037
-0.2618,74.9715256665
-0.094,82.1156207064
-0.0996,32.6151265495
9.5745,1024.90553343
-0.5586,45.6057470725
-0.841,29.145849087
6.4185,655.260606749
-0.3073,307.888552672
-0.3448,169.124397746
1.7708,232.241478783
0.19,36.4996260255
-1.3852,48.5525078751
1.0652,110.722189957
-0.4609,59.6002489189
1.2362,46.1147027483
0.6026,37.3609377993
0.6554,53.8361927595
-3.3509,226.233916487
-0.9664,158.889507114
2.6302,342.158125503
2.0596,290.23453352
-0.8802,108.876504573
0.7662,48.4790835058
-1.3289,144.670101696
-0.0611,50.5176619292
-12.5411,1525.085464
-3.3428,499.791226702
-3.0762,303.738280422
0.0934,167.560702065
-2.0281,157.371810406
1.8317,173.595806905
-0.0534,38.6003309369
-14.3044,1453.8197818
2.4378,234.485562309
-2.3011,290.926532717
2.4981,346.913865962
-31.1695,3129.09839433
-0.9617,81.8648888908
10.1494,1049.00847646
-2.6092,144.852149709
0.2475,29.0612877167
-0.374,78.3487723197
-2.1371,147.669763674
-2.741,339.138359551
1.0119,33.8717250578
-0.0607,52.1252857595
-0.4503,254.955500686
0.5231,157.448565781
3.8824,326.384676984
0.0438,43.5654735032
-0.616,237.208814221
-1.4501,90.1444424798
0.5529,41.1938272268
0.1892,94.2236371796
0.4485,65.0316795704
-0.337,24.3897894825
-7.1244,546.677796078
-0.3378,59.6727684221
-1.3209,91.6514338305
-0.0881,72.3473920635
1.438,53.3776746965
5.1341,452.8643721
6.0323,609.161556122
0.4092,140.438053801
-1.5902,154.795981421
0.6763,70.777830698
-1.6275,209.063113781
35.9472,3320.21542527
1.4654,139.765920749
-0.3954,59.8310960859
0.5254,74.2682553642
-0.5505,82.6264972618
0.0443,30.4325177649
-1.7328,107.772009372
0.0599,104.137343504
0.9467,126.268950495
89.1918,8725.72013047
-11.5533,1286.73839368
0.337,43.9876054247
0.2103,168.608544487
-1.0359,159.723032814
1.7524,356.415786539
-0.0026,65.0056535483
2.3868,208.320371989
22.5358,1974.19372127
1.0285,113.563165189
0.7267,82.0454277039
-1.4294,158.244605013
44.9169,4633.07735813
-1.2103,119.601991931
1.0083,85.3787574934
-3.3674,268.922533115
0.556,63.0036162772
5.1479,540.266221437
6.9324,704.752064367
1.2525,73.9299773012
0.8265,41.8067075689
-0.6644,70.4000523625
-1.2843,81.7958035202
1.6383,113.880872288
-1.627,194.225802794
0.0997,75.9894345282
-0.1576,75.1851445582
5.8614,481.971596871
0.4188,80.4215431744
1.1687,149.864427535
372.053,37249.9744899
0.0182,98.0396678328
0.8896,116.155276298
-1.0917,136.174045585
0.3251,64.7685155766
-1.9257,162.366590096
0.7576,69.7725206814
-0.7206,60.6990225262
27.7148,2787.61242537
0.5346,82.2702911314
-0.3737,103.979897328
2.546,168.170474472
6.4974,614.53411166
0.4446,88.2282275173
0.8501,146.508571865
0.202,99.6828711264
-0.4712,107.657125963
0.2925,48.9049255571
-0.217,56.3066027301
-0.5929,32.5980424196
-1.4201,76.8035612195
-1.5314,91.0981625174
-0.8357,75.5704856773
0.4799,30.3551510619
-0.2054,32.01879465
0.1676,39.970675629
1.1527,96.4698656717
0.4855,256.635159691
2.9457,235.569978035
0.503,79.4234876532
0.3828,67.821149092
12.8847,892.185542702
0.9921,167.864107651
0.2802,79.4201579447
0.4086,102.348262545
-5.4006,558.753577098
-0.6897,72.6661022342
-0.4818,58.3395000729
-0.687,79.0686792036
-12.3349,1097.50498456
0.6326,99.2347833032
-6.7499,615.046650548
2.0444,149.980002096
23.1058,2267.02861848
-0.0373,74.9164862277
0.8716,68.7434965174
1.8619,130.937130824
-2.7794,129.776940693
1.2915,75.7627040684
-0.0899,168.65981388
0.3245,33.1534432563
0.2126,134.258251148
-0.1896,51.7527086425
-1.135,161.488259558
0.5704,90.4672097715
0.0119,122.032284082
4.9182,842.278681143
6.3346,502.901921296
7.2751,585.244391532
0.6249,110.782328916
-0.3938,33.6711734509
8.2192,947.12034143
4.0191,298.138697145
-3.4389,270.240486358
1.3958,98.8197841647
-0.9932,63.0715478941
-1.0543,104.157736878
-0.6604,55.9623093862
-10.3512,1046.94669017
-39.6954,4537.39933403
-0.4303,33.7601413195
3.6658,243.575700164
-0.0408,119.597423615
1.382,84.1075708602
4.0683,461.231746777
2.3075,181.267714014
10.7125,859.738630541
0.6987,82.9311372062
-2.2933,157.901004668
0.3511,38.4929945417
-1.4097,98.3984778638
-0.1876,66.9780218149
3.4819,539.120463229
-3.026,179.769662413
-4.8238,530.405745023
-1.0687,115.803919538
-2.8237,389.002779705
1.923,187.628558783
0.3737,123.782024738
-0.38,67.1201072705
0.3779,80.5003732388
1.0412,126.957616166
-1.0188,122.423319047
-0.1465,48.4994704894
-0.4799,78.2277444133
0.1473,55.8958209772
-3.7799,393.45808653
0.7654,66.4919857038
-0.0033,29.7964106749
1.2415,145.215417149
0.5905,59.9373907486
0.2669,54.3446231415
-2.9857,337.953347513
1.0567,78.5750843786
-1.4575,362.663321545
-3.2569,325.940998499
-1.4148,121.202531083
-1.847,84.3312171796
-1.2897,63.641046298
1.9571,287.899755574
0.3594,70.7425291578
-3.0872,205.73018397
-1.5232,86.8246374122
0.1965,49.2784363363
3.0123,325.481286941
0.534,67.9468574991
15.0865,1580.76303386
-0.4065,66.0829029156
6.5212,615.548375638
3.2486,205.351825407
3.188,227.813904001
-3.0469,451.541612147
0.9309,80.3218919423
-3.6796,346.046310114
-2.065,96.9109373342
-0.7139,154.167636833
-0.7813,48.2774613076
-4.9833,419.411899952
-0.4017,362.111688761
0.424,53.8567676713
0.3306,96.6971101101
-0.3684,37.0496704633
-0.5032,60.2361518505
-0.0795,66.8446047168
-1.5527,178.852013751
-5.7314,545.83442641
0.7213,93.6844823133
0.3133,55.2824180288
-0.4161,42.07566471
-0.4918,48.7871103137
-1.1957,60.2757878547
23.0084,2084.76128138
-0.0768,61.6749584658
0.5127,108.696297263
16.9046,1656.62004428
1.248,184.582662501
-0.6919,71.2513605091
8.7256,776.785073044
5.1333,477.290310326
-1.4844,141.500324228
2.2645,454.391233344
0.1707,71.7735073792
0.579,53.4899855954
0.995,85.6881472259
1.9733,283.017207228
-0.0304,49.7005520678
0.5677,160.21312311
-0.8347,36.6411759624
-0.1313,91.6266449255
2.9379,296.197197562
0.1735,53.0139038154
-0.6515,64.9425164877
0.3338,55.0336040757
0.5911,101.797500464
1.6895,209.391875892
-0.2815,103.056135469
-1.7498,240.618071225
-0.5339,41.869359331
7.4213,753.266398033
-0.2412,38.2960888677
-1.4777,125.358090695
3.5226,382.284239133
-3.5183,929.72080318
-0.159,86.1979403408
1.2449,101.743493767
1.5204,72.0000929433
-2.6474,343.886786128
0.8294,63.4963959264
1.9349,358.883297552
-0.6217,76.5553380837
-1.7199,151.527534277
-1.8388,200.261022205
-1.4708,90.8390672968
1.0736,147.686277572
1.4769,105.250968007
-2.1269,1861.48306401
-1.8296,120.926484956
-1.0898,60.6375769301
-4.3892,351.526946511
6.9449,559.853951905
-24.975,2387.09164051
-2.2331,129.863470477
1.1783,467.620013803
-1.9402,207.037280276
-26.0913,2469.24362556
-0.5159,49.6882978898
0.296,35.6212125566
0.1074,29.0069003039
0.5649,49.9288412442
-0.806,63.2455307828
0.1223,27.5749042194
-1.4284,80.569904266
-1.5476,189.063213593
0.6365,104.774381257
-1.1114,58.41059142
2.2737,358.389703798
-1.8138,108.258627044
-0.1131,25.4421207526
1.4265,130.48449179
-1.0747,123.98905242
-0.1424,40.5276340568
1.6213,212.549192156
-1.0621,100.943682534
-1.9465,278.442687528
-0.6873,85.1500459114
-0.4145,26.4017705798
0.952,84.0557808601
0.0921,29.5892213076
1.6336,140.752648824
15.4964,1742.58812029
-1.7309,205.394436841
-0.2446,423.533374093
-6.9249,856.073554819
-3.0438,214.457743813
0.9746,132.670420045
2.1335,131.372088656
-0.3741,34.4680221247
-0.3427,83.5129394568
-1.2756,87.3334337161
3.1523,310.066868441
1.4167,77.6117830043
-4.2431,427.812407957
-0.2291,73.0944718374
-1.4898,97.6844403985
-0.1863,51.5062849787
3.807,359.254110555
-1.7205,145.938164918
